make,model,variant,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age,best_resale,seats_cat
Maruti,S-Cross,2017-2020 ZETA DDIS 200 SH,8.1,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,25.1,1.25,88.5,5.0,4.0,yes,5andBelow
Hyundai,i20,1.4 MAGNA AT,6.71,10000 - 20000 Km,Petrol,Individual,Automatic,1st owner,18.6,1.37,98.63,5.0,4.0,yes,5andBelow
Maruti,Alto,800 VXI,2.95,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,24.7,0.8,47.3,5.0,4.0,yes,5andBelow
Maruti,Ertiga,SHVS ZDI PLUS,8.5,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,24.52,1.25,88.5,7.0,5.0,yes,btwn6and8
Maruti,Swift,ZDI,4.1,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,22.9,1.25,74.0,5.0,9.0,yes,5andBelow
Maruti,Ertiga,VXI,6.0,80000 - 90000 Km,Petrol,Individual,Manual,1st owner,16.02,1.37,93.7,7.0,7.0,yes,btwn6and8
Mahindra,Bolero,2011-2019 ZLX,6.0,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,15.96,2.52,62.1,7.0,7.0,yes,btwn6and8
Maruti,Wagon,R LXI BSIII,2.2,50000 - 60000 Km,Petrol,Individual,Manual,3rd owner,18.9,1.0,67.1,5.0,10.0,yes,5andBelow
Maruti,Swift Dzire,VDI,5.5,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,23.4,1.25,74.0,5.0,9.0,yes,5andBelow
Mahindra,Scorpio,EX,6.5,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,14.0,2.52,75.0,8.0,8.0,yes,btwn6and8
Mahindra,Scorpio,2009-2014 EX 2WD 9S,6.55,40000 - 50000 Km,Diesel,Individual,Manual,2nd owner,14.0,2.52,75.0,9.0,8.0,yes,9andAbobe
Tata,Sumo,GX 7 STR BSII,1.3,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,13.7,1.95,68.0,7.0,16.0,yes,btwn6and8
Renault,Duster,110PS DIESEL RXL,4.0,120000 - 130000 Km,Diesel,Individual,Manual,1st owner,19.01,1.46,108.45,5.0,8.0,No,5andBelow
Maruti,Swift,1.3 LXI,2.5,50000 - 60000 Km,Petrol,Individual,Manual,3rd owner,18.6,1.2,81.8,5.0,15.0,yes,5andBelow
Maruti,Alto,LXI,1.55,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,13.0,yes,5andBelow
Tata,Indigo,CS EGLS BS IV,2.5,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,15.64,1.19,64.1,5.0,9.0,yes,5andBelow
Hyundai,Grand,I10 SPORTZ,4.0,70000 - 80000 Km,Petrol,Individual,Manual,2nd owner,18.9,1.2,82.0,5.0,8.0,yes,5andBelow
Datsun,GO,A OPTION PETROL,5.0,0 - 10000 Km,Petrol,Individual,Manual,1st owner,19.02,1.2,67.05,5.0,3.0,No,5andBelow
Hyundai,Santro,SPORTZ AMT BSIV,5.65,0 - 10000 Km,Petrol,Individual,Automatic,1st owner,20.3,1.09,68.0,5.0,4.0,yes,5andBelow
Ford,EcoSport,1.5 DIESEL TITANIUM BSIV,9.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,23.0,1.5,98.96,5.0,4.0,No,5andBelow
Mahindra,Bolero,POWER PLUS SLE,6.5,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,16.5,1.49,70.0,7.0,5.0,yes,btwn6and8
Mahindra,Bolero,2011-2019 ZLX,6.0,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,15.96,2.52,62.1,7.0,9.0,yes,btwn6and8
Maruti,Swift Dzire,VDI,8.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.02,5.0,4.0,yes,5andBelow
Hyundai,i20,SPORTZ 1.4 CRDI,5.75,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,22.54,1.4,88.73,5.0,7.0,yes,5andBelow
Ford,Figo,1.5P TITANIUM AT,5.5,30000 - 40000 Km,Petrol,Individual,Automatic,1st owner,17.01,1.5,110.4,5.0,6.0,No,5andBelow
Maruti,SX4,VXI BSIV,1.9,70000 - 80000 Km,Petrol,Individual,Manual,3rd owner,15.5,1.59,103.3,5.0,11.0,yes,5andBelow
Ford,EcoSport,1.5 DIESEL TREND PLUS BSIV,7.5,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,23.0,1.5,98.96,5.0,5.0,No,5andBelow
Maruti,Baleno,DELTA 1.2,6.25,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,21.4,1.2,83.1,5.0,4.0,yes,5andBelow
Hyundai,i20,1.4 ASTA,7.99,50000 - 60000 Km,Diesel,Individual,Manual,2nd owner,22.54,1.4,88.73,5.0,4.0,yes,5andBelow
Maruti,Wagon,R VXI BS IV,3.0,50000 - 60000 Km,Petrol,Individual,Manual,2nd owner,20.51,1.0,67.04,5.0,9.0,yes,5andBelow
Maruti,Ciaz,1.4 ALPHA,8.5,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,20.73,1.37,91.1,5.0,5.0,yes,5andBelow
Chevrolet,Spark,1.0 LT,1.3,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,18.0,1.0,62.0,5.0,10.0,No,5andBelow
Maruti,Alto,K10 2010-2014 VXI,2.3,30000 - 40000 Km,Petrol,Individual,Manual,2nd owner,20.92,1.0,67.1,5.0,11.0,yes,5andBelow
Maruti,Celerio,ZXI,4.0,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,23.1,1.0,67.04,5.0,7.0,yes,5andBelow
Mahindra,Thar,CRDE,9.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,16.55,2.5,105.0,6.0,4.0,yes,btwn6and8
Mahindra,Scorpio,1.99 S4,8.0,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,15.4,2.0,120.0,7.0,7.0,yes,btwn6and8
Hyundai,EON,ERA PLUS,2.51,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,21.1,0.81,55.2,5.0,7.0,yes,5andBelow
Tata,Manza,AQUA SAFIRE,2.5,100000 - 110000 Km,Petrol,Individual,Manual,2nd owner,15.0,1.37,90.0,5.0,11.0,yes,5andBelow
Fiat,Punto,1.2 ACTIVE,1.0,90000 - 100000 Km,Petrol,Individual,Manual,2nd owner,15.7,1.17,67.0,5.0,13.0,No,5andBelow
Maruti,Swift,VXI OPTIONAL,4.5,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,20.4,1.2,81.8,5.0,6.0,yes,5andBelow
Renault,Duster,85PS DIESEL STD,5.75,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,19.87,1.46,83.8,5.0,5.0,No,5andBelow
Renault,Duster,85PS DIESEL RXL OPTIONAL,4.0,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,20.46,1.46,83.8,5.0,9.0,No,5andBelow
Maruti,Celerio,X ZXI BSIV,4.8,0 - 10000 Km,Petrol,Individual,Manual,1st owner,21.63,1.0,67.0,5.0,3.0,yes,5andBelow
Maruti,Celerio,X ZXI BSIV,4.9,0 - 10000 Km,Petrol,Individual,Manual,1st owner,21.63,1.0,67.0,5.0,3.0,yes,5andBelow
Tata,Indigo,LX,1.5,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,17.0,1.4,70.0,5.0,15.0,yes,5andBelow
Tata,Bolt,QUADRAJET XM,6.0,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,22.95,1.25,74.0,5.0,5.0,yes,5andBelow
Hyundai,Xcent,1.1 CRDI SX OPTION,5.0,40000 - 50000 Km,Diesel,Individual,Manual,2nd owner,24.4,1.12,71.0,5.0,7.0,yes,5andBelow
Tata,Zest,QUADRAJET 1.3 ANNIVERSARY EDITION,4.25,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,23.0,1.25,88.7,5.0,7.0,yes,5andBelow
Hyundai,Accent,DLS,1.08,190000 - 200000 Km,Diesel,Individual,Manual,2nd owner,13.1,1.49,82.0,5.0,19.0,yes,5andBelow
Toyota,Innova,2.5 ZX DIESEL 7 SEATER BSIII,10.3,180000 - 190000 Km,Diesel,Individual,Manual,1st owner,12.99,2.49,100.6,7.0,7.0,yes,btwn6and8
Maruti,Wagon,R VXI OPTIONAL,3.6,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,20.51,1.0,67.04,5.0,7.0,yes,5andBelow
Volkswagen,Polo,PETROL COMFORTLINE 1.2L,2.9,70000 - 80000 Km,Petrol,Individual,Manual,2nd owner,16.47,1.2,73.9,5.0,10.0,No,5andBelow
Maruti,Esteem,DI,0.7,10000 - 20000 Km,Diesel,Individual,Manual,1st owner,15.9,1.53,57.0,5.0,19.0,yes,5andBelow
Tata,Sumo,CX,3.2,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,15.3,2.96,83.8,7.0,10.0,yes,btwn6and8
Hyundai,Verna,1.6 SX CRDI (O),7.55,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,22.32,1.58,126.32,5.0,8.0,yes,5andBelow
Ford,Figo,DIESEL LXI,2.15,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,20.0,1.4,68.0,5.0,11.0,No,5andBelow
Toyota,Innova,2.5 G4 DIESEL 7-SEATER,7.35,190000 - 200000 Km,Diesel,Individual,Manual,2nd owner,12.8,2.49,102.0,7.0,11.0,yes,btwn6and8
Hyundai,i10,ERA,1.9,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,19.81,1.09,68.05,5.0,15.0,yes,5andBelow
Toyota,Innova,2.5 VX (DIESEL) 8 SEATER,13.65,80000 - 90000 Km,Diesel,Individual,Manual,2nd owner,12.99,2.49,100.6,8.0,8.0,yes,btwn6and8
Honda,Jazz,1.2 VX I VTEC,6.75,20000 - 30000 Km,Petrol,Dealer,Manual,1st owner,18.7,1.2,88.7,5.0,4.0,yes,5andBelow
Maruti,Swift Dzire,VDI,4.39,80000 - 90000 Km,Diesel,Dealer,Manual,1st owner,23.4,1.25,74.0,5.0,8.0,yes,5andBelow
Renault,Lodgy,STEPWAY 110PS RXZ 7S,5.5,230000 - 240000 Km,Diesel,Individual,Manual,1st owner,19.98,1.46,108.5,7.0,7.0,No,btwn6and8
Maruti,Swift Dzire,VXI,4.1,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,19.1,1.2,85.8,5.0,9.0,yes,5andBelow
Renault,KWID,RXT OPTIONAL,3.5,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,25.17,0.8,53.3,5.0,3.0,No,5andBelow
Chevrolet,Beat,DIESEL,1.35,40000 - 50000 Km,Diesel,Individual,Manual,3rd owner,25.2,0.94,57.6,5.0,10.0,No,5andBelow
Toyota,Innova,CRYSTA 2.4 GX MT 8S BSIV,14.9,50000 - 60000 Km,Diesel,Individual,Manual,2nd owner,13.68,2.39,147.8,8.0,6.0,yes,btwn6and8
Maruti,Swift,VDI BSIV,5.2,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,25.2,1.25,74.0,5.0,8.0,yes,5andBelow
Maruti,Swift Dzire,VDI,3.15,170000 - 180000 Km,Diesel,Individual,Manual,1st owner,19.3,1.25,73.9,5.0,12.0,yes,5andBelow
Maruti,A-Star,LXI,2.35,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,19.0,1.0,66.1,5.0,12.0,yes,5andBelow
Hyundai,Accent,GLE,0.8,40000 - 50000 Km,Petrol,Individual,Manual,3rd owner,13.2,1.5,94.0,5.0,17.0,yes,5andBelow
Maruti,Ritz,VDI,3.75,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,23.2,1.25,73.94,5.0,9.0,yes,5andBelow
Maruti,Swift,VXI BSIV,1.89,90000 - 100000 Km,Petrol,Individual,Manual,2nd owner,16.1,1.2,85.0,5.0,16.0,yes,5andBelow
Honda,Amaze,E OPTION I-DTEC,5.5,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,98.6,5.0,5.0,yes,5andBelow
Ford,Fiesta,EXI 1.4 TDCI LTD,2.6,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,17.8,1.4,68.0,5.0,11.0,No,5andBelow
Maruti,Alto,K10 VXI,3.0,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,23.95,1.0,67.05,5.0,7.0,yes,5andBelow
Honda,City,1.5 S INSPIRE,3.5,110000 - 120000 Km,Petrol,Individual,Manual,2nd owner,17.0,1.5,118.0,5.0,12.0,yes,5andBelow
Maruti,Vitara,BREZZA ZDI,8.92,0 - 10000 Km,Diesel,Individual,Manual,1st owner,24.3,1.25,88.5,5.0,3.0,yes,5andBelow
Fiat,Grande,PUNTO SPORT 90BHP,2.85,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,20.3,1.25,92.0,5.0,10.0,No,5andBelow
Hyundai,i10,MAGNA LPG,3.0,50000 - 60000 Km,Petrol + AltFuel,Individual,Manual,1st owner,25.2,1.09,68.05,5.0,10.0,yes,5andBelow
Maruti,Ciaz,VDI SHVS,6.2,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,88.5,5.0,6.0,yes,5andBelow
Maruti,Vitara,BREZZA ZDI,7.5,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,24.3,1.25,88.5,5.0,5.0,yes,5andBelow
Maruti,Alto,800 LXI,2.7,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,22.74,0.8,47.3,5.0,6.0,yes,5andBelow
Hyundai,Santro,XING GLS,3.0,30000 - 40000 Km,Petrol,Individual,Manual,2nd owner,17.92,1.09,62.1,5.0,10.0,yes,5andBelow
Tata,Indigo,CS ELX BS IV,2.2,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,23.03,1.4,69.0,5.0,11.0,yes,5andBelow
Maruti,SX4,VXI BSIV,2.6,90000 - 100000 Km,Petrol,Individual,Manual,2nd owner,15.5,1.59,103.3,5.0,10.0,yes,5andBelow
Maruti,Swift,AMT VXI,6.0,0 - 10000 Km,Petrol,Individual,Automatic,1st owner,21.21,1.2,81.8,5.0,3.0,yes,5andBelow
Tata,Nano,XE,0.8,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,23.9,0.62,37.48,4.0,7.0,yes,5andBelow
Hyundai,EON,MAGNA PLUS,3.0,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,21.1,0.81,55.2,5.0,6.0,yes,5andBelow
Tata,Zest,REVOTRON 1.2T XM,3.0,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,17.57,1.19,88.7,5.0,7.0,yes,5andBelow
Mahindra,KUV,100 MFALCON G80 K8 5STR,4.0,90000 - 100000 Km,Petrol,Individual,Manual,1st owner,18.15,1.2,82.0,5.0,6.0,yes,5andBelow
Maruti,Swift,VXI BSIV,5.5,0 - 10000 Km,Petrol,Individual,Manual,1st owner,22.0,1.2,81.8,5.0,6.0,yes,5andBelow
Honda,City,I-DTEC V,12.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,97.9,5.0,3.0,yes,5andBelow
Ford,Figo,1.5D TREND MT,5.0,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,99.0,5.0,7.0,No,5andBelow
Maruti,Esteem,VXI - BSIII,0.93,70000 - 80000 Km,Petrol,Individual,Manual,3rd owner,15.9,1.3,85.0,5.0,17.0,yes,5andBelow
Honda,City,I DTEC SV,5.0,100000 - 110000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,98.6,5.0,8.0,yes,5andBelow
Toyota,Platinum Etios,1.4 GXD,6.7,140000 - 150000 Km,Diesel,Individual,Manual,1st owner,23.59,1.36,67.05,5.0,4.0,yes,5andBelow
Toyota,Innova,2.5 VX 7 STR,7.5,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,12.8,2.49,102.0,7.0,10.0,yes,btwn6and8
Maruti,Alto,K10 VXI,3.7,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,23.95,1.0,67.05,5.0,5.0,yes,5andBelow
Maruti,800,STD,1.0,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,16.1,0.8,37.0,4.0,10.0,yes,5andBelow
Hyundai,i10,SPORTZ 1.1L,4.25,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,19.81,1.09,68.05,5.0,6.0,yes,5andBelow
Toyota,Innova,2.5 V DIESEL 8-SEATER,3.7,300000 - 310000 Km,Diesel,Individual,Manual,4th & above owner,12.8,2.49,102.0,8.0,16.0,yes,btwn6and8
Tata,New Safari,DICOR 2.2 EX 4X2,2.3,210000 - 220000 Km,Diesel,Individual,Manual,3rd owner,11.57,2.18,138.1,7.0,13.0,yes,btwn6and8
Maruti,Ertiga,SHVS VDI,8.5,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,24.52,1.25,88.5,7.0,6.0,yes,btwn6and8
Mahindra,Verito,1.5 D4 BSIV,7.5,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,21.03,1.46,65.0,5.0,4.0,yes,5andBelow
Honda,WR-V,I-DTEC S,7.0,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,98.6,5.0,5.0,yes,5andBelow
Hyundai,Grand,I10 CRDI MAGNA,4.8,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,24.0,1.12,70.0,5.0,6.0,yes,5andBelow
Tata,Zest,QUADRAJET 1.3 75PS XM,4.75,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,22.95,1.25,74.0,5.0,6.0,yes,5andBelow
Skoda,Rapid,1.5 TDI AMBITION,6.1,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,21.14,1.5,103.52,5.0,7.0,No,5andBelow
Toyota,Innova,2.5 G4 DIESEL 8-SEATER,6.5,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,12.8,2.49,102.0,8.0,11.0,yes,btwn6and8
Honda,WR-V,I-DTEC S,8.0,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,98.6,5.0,5.0,yes,5andBelow
Tata,New Safari,DICOR 2.2 EX 4X2,5.2,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,11.57,2.18,138.1,7.0,7.0,yes,btwn6and8
Tata,Indica,V2 ELS,1.6,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,25.0,1.4,69.0,5.0,8.0,yes,5andBelow
Maruti,S-Cross,2017-2020 ZETA DDIS 200 SH,10.0,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,25.1,1.25,88.5,5.0,4.0,yes,5andBelow
Maruti,Ertiga,VDI,7.0,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,20.77,1.25,88.76,7.0,7.0,yes,btwn6and8
Honda,Amaze,S I-DTEC,5.9,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,25.2,1.5,98.6,5.0,5.0,yes,5andBelow
Maruti,Wagon,R VXI,1.4,70000 - 80000 Km,Petrol,Individual,Manual,2nd owner,18.9,1.0,67.1,5.0,20.0,yes,5andBelow
Mahindra,TUV,300 MHAWK100 T8,7.25,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,18.49,1.49,100.0,7.0,5.0,yes,btwn6and8
Toyota,Innova,CRYSTA 2.4 ZX MT BSIV,16.8,150000 - 160000 Km,Diesel,Individual,Manual,1st owner,13.68,2.39,147.8,7.0,5.0,yes,btwn6and8
Maruti,Swift Dzire,VDI,5.5,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.0,5.0,7.0,yes,5andBelow
Maruti,Ritz,VDI,2.4,80000 - 90000 Km,Diesel,Individual,Manual,2nd owner,23.2,1.25,73.94,5.0,10.0,yes,5andBelow
Chevrolet,Captiva,2.2 LT,6.67,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,14.6,2.23,184.0,7.0,9.0,No,btwn6and8
Honda,Jazz,1.5 S I DTEC,6.7,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,98.6,5.0,5.0,yes,5andBelow
Maruti,Swift Dzire,VDI,5.5,100000 - 110000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.0,5.0,7.0,yes,5andBelow
Maruti,Celerio,ZXI,4.0,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,23.1,1.0,67.04,5.0,7.0,yes,5andBelow
Hyundai,Verna,1.6 SX,5.45,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,22.32,1.58,126.32,5.0,8.0,yes,5andBelow
Maruti,Ertiga,LXI,5.99,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,16.02,1.37,93.7,7.0,7.0,yes,btwn6and8
Hyundai,Creta,1.4 CRDI S,7.25,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,21.38,1.4,88.7,5.0,6.0,yes,5andBelow
Honda,City,I VTEC V,5.25,110000 - 120000 Km,Petrol,Individual,Manual,2nd owner,17.4,1.5,117.3,5.0,7.0,yes,5andBelow
Maruti,Ritz,VDI,2.05,80000 - 90000 Km,Diesel,Individual,Manual,2nd owner,21.1,1.25,73.9,5.0,11.0,yes,5andBelow
Skoda,Fabia,SCOUT 1.2 TDI,1.9,100000 - 110000 Km,Diesel,Individual,Manual,1st owner,21.0,1.2,75.0,5.0,10.0,No,5andBelow
Hyundai,Grand,I10 CRDI SPORTZ,3.1,50000 - 60000 Km,Diesel,Individual,Manual,4th & above owner,24.0,1.12,70.0,5.0,7.0,yes,5andBelow
Hyundai,Grand,I10 CRDI SPORTZ,3.8,80000 - 90000 Km,Diesel,Individual,Manual,2nd owner,24.0,1.12,70.0,5.0,6.0,yes,5andBelow
Maruti,Alto,K10 2010-2014 VXI,2.04,100000 - 110000 Km,Petrol,Individual,Manual,3rd owner,20.92,1.0,67.1,5.0,10.0,yes,5andBelow
Hyundai,EON,1.0 ERA PLUS,3.5,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,20.3,1.0,68.05,5.0,4.0,yes,5andBelow
Volkswagen,Vento,DIESEL HIGHLINE,3.5,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,20.54,1.6,103.6,5.0,9.0,No,5andBelow
Ford,Figo,DIESEL TITANIUM,1.75,110000 - 120000 Km,Diesel,Individual,Manual,2nd owner,20.0,1.4,68.0,5.0,10.0,No,5andBelow
Volkswagen,Vento,DIESEL HIGHLINE,3.4,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,20.54,1.6,103.6,5.0,11.0,No,5andBelow
Honda,City,I-VTEC VX,9.5,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,17.4,1.5,117.6,5.0,5.0,yes,5andBelow
Honda,City,I VTEC V,8.95,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,17.8,1.5,117.3,5.0,5.0,yes,5andBelow
Tata,Sumo,GOLD EX,3.5,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,15.3,2.96,83.83,7.0,8.0,yes,btwn6and8
Tata,Indigo,GLX,1.0,80000 - 90000 Km,Petrol,Individual,Manual,2nd owner,12.8,1.4,85.0,5.0,17.0,yes,5andBelow
Maruti,Swift Dzire,VDI,5.5,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.0,5.0,6.0,yes,5andBelow
Tata,Indigo,LX,1.0,50000 - 60000 Km,Diesel,Individual,Manual,3rd owner,16.1,1.4,70.0,5.0,18.0,yes,5andBelow
Mahindra,XUV500,W6 2WD,8.0,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,16.0,2.18,140.0,7.0,6.0,yes,btwn6and8
Mahindra,Bolero,2011-2019 ZLX BSIII,5.25,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,15.96,2.52,62.1,7.0,9.0,yes,btwn6and8
Tata,New Safari,DICOR 2.2 EX 4X2,5.0,170000 - 180000 Km,Diesel,Individual,Manual,2nd owner,11.57,2.18,138.1,7.0,14.0,yes,btwn6and8
Maruti,800,STD MPFI,0.42,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,16.1,0.8,37.0,4.0,19.0,yes,5andBelow
Maruti,Swift Dzire,1.2 LXI BSIV,1.9,150000 - 160000 Km,Petrol,Individual,Manual,3rd owner,17.5,1.2,85.8,5.0,13.0,yes,5andBelow
Maruti,Swift Dzire,VDI,6.94,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.02,5.0,3.0,yes,5andBelow
Mahindra,XUV500,AT W6 2WD,8.62,110000 - 120000 Km,Diesel,Individual,Automatic,1st owner,16.0,2.18,140.0,7.0,6.0,yes,btwn6and8
Honda,Amaze,SX I-DTEC,6.5,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,25.2,1.5,98.6,5.0,5.0,yes,5andBelow
Maruti,Swift Dzire,ZDI,3.1,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,19.3,1.25,73.9,5.0,11.0,yes,5andBelow
Maruti,Swift,VDI,3.6,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,22.9,1.25,74.0,5.0,9.0,yes,5andBelow
Maruti,Swift Dzire,LDI,2.4,80000 - 90000 Km,Diesel,Individual,Manual,2nd owner,19.3,1.25,73.9,5.0,11.0,yes,5andBelow
Mahindra,XUV500,W8 AWD,5.0,80000 - 90000 Km,Diesel,Individual,Manual,4th & above owner,15.1,2.18,140.0,7.0,10.0,yes,btwn6and8
Toyota,Innova,2.5 GX 7 STR,4.75,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,12.8,2.49,102.0,7.0,12.0,yes,btwn6and8
Maruti,Alto,LX,1.0,50000 - 60000 Km,Petrol,Individual,Manual,3rd owner,19.7,0.8,46.3,5.0,15.0,yes,5andBelow
Maruti,SX4,ZXI BSIII,2.0,100000 - 110000 Km,Petrol,Individual,Manual,3rd owner,15.0,1.59,104.68,5.0,13.0,yes,5andBelow
Toyota,Innova,2.5 G2,4.3,260000 - 270000 Km,Diesel,Individual,Manual,1st owner,12.8,2.49,102.0,8.0,16.0,yes,btwn6and8
Mahindra,Xylo,E4 BS IV,2.45,140000 - 150000 Km,Diesel,Individual,Manual,4th & above owner,14.0,2.5,112.0,7.0,12.0,yes,btwn6and8
Maruti,Swift Dzire,VDI,4.5,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,23.4,1.25,74.0,5.0,8.0,yes,5andBelow
Maruti,Vitara,BREZZA VDI OPTION,8.0,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,24.3,1.25,88.5,5.0,5.0,yes,5andBelow
Maruti,Ritz,LXI,2.15,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,21.1,1.2,85.8,5.0,11.0,yes,5andBelow
Maruti,Vitara,BREZZA VDI OPTION,7.6,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,24.3,1.25,88.5,5.0,5.0,yes,5andBelow
Volkswagen,Polo,1.5 TDI COMFORTLINE,4.16,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,20.14,1.5,88.8,5.0,7.0,No,5andBelow
Maruti,Wagon,R LXI BSIII,1.95,110000 - 120000 Km,Petrol,Individual,Manual,1st owner,18.9,1.0,67.1,5.0,11.0,yes,5andBelow
Maruti,Alto,800 VXI,3.25,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,24.7,0.8,47.3,5.0,5.0,yes,5andBelow
Maruti,Alto,K10 LXI,1.45,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,20.92,1.0,67.1,5.0,12.0,yes,5andBelow
Maruti,Swift,VDI,6.75,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.0,5.0,4.0,yes,5andBelow
